Regions Code,Regions,Passports held (18 categories) Code,Passports held (18 categories),Economic activity status (7 categories) Code,Economic activity status (7 categories),Observation
E12000008,South East,1,Europe: United Kingdom,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,27964
E12000008,South East,1,Europe: United Kingdom,5,Economically inactive (excluding full-time students),1872876
E12000008,South East,1,Europe: United Kingdom,6,Economically inactive and a full-time student,259540
E12000008,South East,2,Europe: Ireland,-8,Does not apply,4691
E12000008,South East,2,Europe: Ireland,1,Economically active (excluding full-time students): In employment,30349
E12000008,South East,2,Europe: Ireland,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1099
E12000008,South East,2,Europe: Ireland,3,Economically active and a full-time student: In employment,703
E12000008,South East,2,Europe: Ireland,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,224
E12000008,South East,2,Europe: Ireland,5,Economically inactive (excluding full-time students),17616
E12000008,South East,2,Europe: Ireland,6,Economically inactive and a full-time student,2053
E12000008,South East,3,Europe: Other Europe: EU Member countries,-8,Does not apply,71678
E12000008,South East,3,Europe: Other Europe: EU Member countries,1,Economically active (excluding full-time students): In employment,314077
E12000008,South East,3,Europe: Other Europe: EU Member countries,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,13125
E12000008,South East,3,Europe: Other Europe: EU Member countries,3,Economically active and a full-time student: In employment,10973
E12000008,South East,3,Europe: Other Europe: EU Member countries,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2487
E12000008,South East,3,Europe: Other Europe: EU Member countries,5,Economically inactive (excluding full-time students),53402
E12000008,South East,3,Europe: Other Europe: EU Member countries,6,Economically inactive and a full-time student,19572
E12000008,South East,4,Europe: Other Europe: Rest of Europe,-8,Does not apply,3011
E12000008,South East,4,Europe: Other Europe: Rest of Europe,1,Economically active (excluding full-time students): In employment,12103
E12000008,South East,4,Europe: Other Europe: Rest of Europe,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,818
E12000008,South East,4,Europe: Other Europe: Rest of Europe,3,Economically active and a full-time student: In employment,380
E12000008,South East,4,Europe: Other Europe: Rest of Europe,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,129
E12000008,South East,4,Europe: Other Europe: Rest of Europe,5,Economically inactive (excluding full-time students),4645
E12000008,South East,4,Europe: Other Europe: Rest of Europe,6,Economically inactive and a full-time student,1453
E12000008,South East,5,Africa: North Africa,-8,Does not apply,1143
E12000008,South East,5,Africa: North Africa,1,Economically active (excluding full-time students): In employment,2555
E12000008,South East,5,Africa: North Africa,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,315
E12000008,South East,5,Africa: North Africa,3,Economically active and a full-time student: In employment,96
E12000008,South East,5,Africa: North Africa,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,65
E12000008,South East,5,Africa: North Africa,5,Economically inactive (excluding full-time students),1298
E12000008,South East,5,Africa: North Africa,6,Economically inactive and a full-time student,451
E12000008,South East,6,Africa: Central and Western Africa,-8,Does not apply,2503
E12000008,South East,6,Africa: Central and Western Africa,1,Economically active (excluding full-time students): In employment,11910
E12000008,South East,6,Africa: Central and Western Africa,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1020
E12000008,South East,6,Africa: Central and Western Africa,3,Economically active and a full-time student: In employment,1051
E12000008,South East,6,Africa: Central and Western Africa,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,373
E12000008,South East,6,Africa: Central and Western Africa,5,Economically inactive (excluding full-time students),2763
E12000008,South East,6,Africa: Central and Western Africa,6,Economically inactive and a full-time student,1438
E12000008,South East,7,Africa: South and Eastern Africa,-8,Does not apply,3873
E12000008,South East,7,Africa: South and Eastern Africa,1,Economically active (excluding full-time students): In employment,17594
E12000008,South East,7,Africa: South and Eastern Africa,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1270
E12000008,South East,7,Africa: South and Eastern Africa,3,Economically active and a full-time student: In employment,673
E12000008,South East,7,Africa: South and Eastern Africa,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,248
E12000008,South East,7,Africa: South and Eastern Africa,5,Economically inactive (excluding full-time students),3487
E12000008,South East,7,Africa: South and Eastern Africa,6,Economically inactive and a full-time student,1573
