Regions Code,Regions,Passports held (18 categories) Code,Passports held (18 categories),Disability (3 categories) Code,Disability (3 categories),National Statistics Socio-economic Classification (NS-SeC) (10 categories) Code,National Statistics Socio-economic Classification (NS-SeC) (10 categories),Observation
E12000005,West Midlands,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,-8,Does not apply,8708
E12000005,West Midlands,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",6669
E12000005,West Midlands,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",5800
E12000005,West Midlands,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,3,L7: Intermediate occupations,2898
E12000005,West Midlands,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,4,L8 and L9: Small employers and own account workers,6375
E12000005,West Midlands,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,5,L10 and L11: Lower supervisory and technical occupations,2454
E12000005,West Midlands,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,6,L12: Semi-routine occupations,7173
E12000005,West Midlands,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,7,L13: Routine occupations,11610
E12000005,West Midlands,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,8,L14.1 and L14.2: Never worked and long-term unemployed,22155
E12000005,West Midlands,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,9,L15: Full-time students,6954
E12000005,West Midlands,11,Middle East and Asia: South-East Asia,-8,Does not apply,-8,Does not apply,0
E12000005,West Midlands,11,Middle East and Asia: South-East Asia,-8,Does not apply,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
E12000005,West Midlands,11,Middle East and Asia: South-East Asia,-8,Does not apply,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
E12000005,West Midlands,11,Middle East and Asia: South-East Asia,-8,Does not apply,3,L7: Intermediate occupations,0
E12000005,West Midlands,11,Middle East and Asia: South-East Asia,-8,Does not apply,4,L8 and L9: Small employers and own account workers,0
E12000005,West Midlands,11,Middle East and Asia: South-East Asia,-8,Does not apply,5,L10 and L11: Lower supervisory and technical occupations,0
E12000005,West Midlands,11,Middle East and Asia: South-East Asia,-8,Does not apply,6,L12: Semi-routine occupations,0
E12000005,West Midlands,11,Middle East and Asia: South-East Asia,-8,Does not apply,7,L13: Routine occupations,0
E12000005,West Midlands,11,Middle East and Asia: South-East Asia,-8,Does not apply,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E12000005,West Midlands,11,Middle East and Asia: South-East Asia,-8,Does not apply,9,L15: Full-time students,0
E12000005,West Midlands,11,Middle East and Asia: South-East Asia,1,Disabled under the Equality Act,-8,Does not apply,12
E12000005,West Midlands,11,Middle East and Asia: South-East Asia,1,Disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",38
E12000005,West Midlands,11,Middle East and Asia: South-East Asia,1,Disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",58
E12000005,West Midlands,11,Middle East and Asia: South-East Asia,1,Disabled under the Equality Act,3,L7: Intermediate occupations,31
E12000005,West Midlands,11,Middle East and Asia: South-East Asia,1,Disabled under the Equality Act,4,L8 and L9: Small employers and own account workers,30
E12000005,West Midlands,11,Middle East and Asia: South-East Asia,1,Disabled under the Equality Act,5,L10 and L11: Lower supervisory and technical occupations,15
E12000005,West Midlands,11,Middle East and Asia: South-East Asia,1,Disabled under the Equality Act,6,L12: Semi-routine occupations,44
E12000005,West Midlands,11,Middle East and Asia: South-East Asia,1,Disabled under the Equality Act,7,L13: Routine occupations,47
E12000005,West Midlands,11,Middle East and Asia: South-East Asia,1,Disabled under the Equality Act,8,L14.1 and L14.2: Never worked and long-term unemployed,67
E12000005,West Midlands,11,Middle East and Asia: South-East Asia,1,Disabled under the Equality Act,9,L15: Full-time students,61
E12000005,West Midlands,11,Middle East and Asia: South-East Asia,2,Not disabled under the Equality Act,-8,Does not apply,648
E12000005,West Midlands,11,Middle East and Asia: South-East Asia,2,Not disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",850
E12000005,West Midlands,11,Middle East and Asia: South-East Asia,2,Not disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1251
E12000005,West Midlands,11,Middle East and Asia: South-East Asia,2,Not disabled under the Equality Act,3,L7: Intermediate occupations,486
E12000005,West Midlands,11,Middle East and Asia: South-East Asia,2,Not disabled under the Equality Act,4,L8 and L9: Small employers and own account workers,399
E12000005,West Midlands,11,Middle East and Asia: South-East Asia,2,Not disabled under the Equality Act,5,L10 and L11: Lower supervisory and technical occupations,317
E12000005,West Midlands,11,Middle East and Asia: South-East Asia,2,Not disabled under the Equality Act,6,L12: Semi-routine occupations,830
E12000005,West Midlands,11,Middle East and Asia: South-East Asia,2,Not disabled under the Equality Act,7,L13: Routine occupations,808
E12000005,West Midlands,11,Middle East and Asia: South-East Asia,2,Not disabled under the Equality Act,8,L14.1 and L14.2: Never worked and long-term unemployed,718
E12000005,West Midlands,11,Middle East and Asia: South-East Asia,2,Not disabled under the Equality Act,9,L15: Full-time students,860
E12000005,West Midlands,12,Middle East and Asia: Central Asia,-8,Does not apply,-8,Does not apply,0
E12000005,West Midlands,12,Middle East and Asia: Central Asia,-8,Does not apply,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
E12000005,West Midlands,12,Middle East and Asia: Central Asia,-8,Does not apply,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
E12000005,West Midlands,12,Middle East and Asia: Central Asia,-8,Does not apply,3,L7: Intermediate occupations,0
E12000005,West Midlands,12,Middle East and Asia: Central Asia,-8,Does not apply,4,L8 and L9: Small employers and own account workers,0
E12000005,West Midlands,12,Middle East and Asia: Central Asia,-8,Does not apply,5,L10 and L11: Lower supervisory and technical occupations,0
E12000005,West Midlands,12,Middle East and Asia: Central Asia,-8,Does not apply,6,L12: Semi-routine occupations,0
E12000005,West Midlands,12,Middle East and Asia: Central Asia,-8,Does not apply,7,L13: Routine occupations,0
E12000005,West Midlands,12,Middle East and Asia: Central Asia,-8,Does not apply,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E12000005,West Midlands,12,Middle East and Asia: Central Asia,-8,Does not apply,9,L15: Full-time students,0
E12000005,West Midlands,12,Middle East and Asia: Central Asia,1,Disabled under the Equality Act,-8,Does not apply,0
E12000005,West Midlands,12,Middle East and Asia: Central Asia,1,Disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
E12000005,West Midlands,12,Middle East and Asia: Central Asia,1,Disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1
E12000005,West Midlands,12,Middle East and Asia: Central Asia,1,Disabled under the Equality Act,3,L7: Intermediate occupations,0
E12000005,West Midlands,12,Middle East and Asia: Central Asia,1,Disabled under the Equality Act,4,L8 and L9: Small employers and own account workers,1
E12000005,West Midlands,12,Middle East and Asia: Central Asia,1,Disabled under the Equality Act,5,L10 and L11: Lower supervisory and technical occupations,0
E12000005,West Midlands,12,Middle East and Asia: Central Asia,1,Disabled under the Equality Act,6,L12: Semi-routine occupations,3
E12000005,West Midlands,12,Middle East and Asia: Central Asia,1,Disabled under the Equality Act,7,L13: Routine occupations,4
E12000005,West Midlands,12,Middle East and Asia: Central Asia,1,Disabled under the Equality Act,8,L14.1 and L14.2: Never worked and long-term unemployed,2
E12000005,West Midlands,12,Middle East and Asia: Central Asia,1,Disabled under the Equality Act,9,L15: Full-time students,9
E12000005,West Midlands,12,Middle East and Asia: Central Asia,2,Not disabled under the Equality Act,-8,Does not apply,24
E12000005,West Midlands,12,Middle East and Asia: Central Asia,2,Not disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",21
E12000005,West Midlands,12,Middle East and Asia: Central Asia,2,Not disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",18
E12000005,West Midlands,12,Middle East and Asia: Central Asia,2,Not disabled under the Equality Act,3,L7: Intermediate occupations,12
E12000005,West Midlands,12,Middle East and Asia: Central Asia,2,Not disabled under the Equality Act,4,L8 and L9: Small employers and own account workers,14
E12000005,West Midlands,12,Middle East and Asia: Central Asia,2,Not disabled under the Equality Act,5,L10 and L11: Lower supervisory and technical occupations,1
E12000005,West Midlands,12,Middle East and Asia: Central Asia,2,Not disabled under the Equality Act,6,L12: Semi-routine occupations,8
E12000005,West Midlands,12,Middle East and Asia: Central Asia,2,Not disabled under the Equality Act,7,L13: Routine occupations,12
E12000005,West Midlands,12,Middle East and Asia: Central Asia,2,Not disabled under the Equality Act,8,L14.1 and L14.2: Never worked and long-term unemployed,20
E12000005,West Midlands,12,Middle East and Asia: Central Asia,2,Not disabled under the Equality Act,9,L15: Full-time students,34
E12000005,West Midlands,13,The Americas and the Caribbean: North America,-8,Does not apply,-8,Does not apply,0
E12000005,West Midlands,13,The Americas and the Caribbean: North America,-8,Does not apply,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
E12000005,West Midlands,13,The Americas and the Caribbean: North America,-8,Does not apply,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
E12000005,West Midlands,13,The Americas and the Caribbean: North America,-8,Does not apply,3,L7: Intermediate occupations,0
E12000005,West Midlands,13,The Americas and the Caribbean: North America,-8,Does not apply,4,L8 and L9: Small employers and own account workers,0
E12000005,West Midlands,13,The Americas and the Caribbean: North America,-8,Does not apply,5,L10 and L11: Lower supervisory and technical occupations,0
E12000005,West Midlands,13,The Americas and the Caribbean: North America,-8,Does not apply,6,L12: Semi-routine occupations,0
E12000005,West Midlands,13,The Americas and the Caribbean: North America,-8,Does not apply,7,L13: Routine occupations,0
E12000005,West Midlands,13,The Americas and the Caribbean: North America,-8,Does not apply,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E12000005,West Midlands,13,The Americas and the Caribbean: North America,-8,Does not apply,9,L15: Full-time students,0
E12000005,West Midlands,13,The Americas and the Caribbean: North America,1,Disabled under the Equality Act,-8,Does not apply,35
E12000005,West Midlands,13,The Americas and the Caribbean: North America,1,Disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",139
E12000005,West Midlands,13,The Americas and the Caribbean: North America,1,Disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",248
E12000005,West Midlands,13,The Americas and the Caribbean: North America,1,Disabled under the Equality Act,3,L7: Intermediate occupations,103
E12000005,West Midlands,13,The Americas and the Caribbean: North America,1,Disabled under the Equality Act,4,L8 and L9: Small employers and own account workers,69
E12000005,West Midlands,13,The Americas and the Caribbean: North America,1,Disabled under the Equality Act,5,L10 and L11: Lower supervisory and technical occupations,24
E12000005,West Midlands,13,The Americas and the Caribbean: North America,1,Disabled under the Equality Act,6,L12: Semi-routine occupations,89
E12000005,West Midlands,13,The Americas and the Caribbean: North America,1,Disabled under the Equality Act,7,L13: Routine occupations,75
E12000005,West Midlands,13,The Americas and the Caribbean: North America,1,Disabled under the Equality Act,8,L14.1 and L14.2: Never worked and long-term unemployed,87
E12000005,West Midlands,13,The Americas and the Caribbean: North America,1,Disabled under the Equality Act,9,L15: Full-time students,60
E12000005,West Midlands,13,The Americas and the Caribbean: North America,2,Not disabled under the Equality Act,-8,Does not apply,711
E12000005,West Midlands,13,The Americas and the Caribbean: North America,2,Not disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",995
E12000005,West Midlands,13,The Americas and the Caribbean: North America,2,Not disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1051
