Regions Code,Regions,Passports held (18 categories) Code,Passports held (18 categories),Economic activity status (7 categories) Code,Economic activity status (7 categories),Disability (3 categories) Code,Disability (3 categories),Observation
E12000006,East of England,13,The Americas and the Caribbean: North America,5,Economically inactive (excluding full-time students),2,Not disabled under the Equality Act,4290
E12000006,East of England,13,The Americas and the Caribbean: North America,6,Economically inactive and a full-time student,-8,Does not apply,0
E12000006,East of England,13,The Americas and the Caribbean: North America,6,Economically inactive and a full-time student,1,Disabled under the Equality Act,138
E12000006,East of England,13,The Americas and the Caribbean: North America,6,Economically inactive and a full-time student,2,Not disabled under the Equality Act,1324
E12000006,East of England,14,The Americas and the Caribbean: Central and South America,-8,Does not apply,-8,Does not apply,0
E12000006,East of England,14,The Americas and the Caribbean: Central and South America,-8,Does not apply,1,Disabled under the Equality Act,27
E12000006,East of England,14,The Americas and the Caribbean: Central and South America,-8,Does not apply,2,Not disabled under the Equality Act,891
E12000006,East of England,14,The Americas and the Caribbean: Central and South America,1,Economically active (excluding full-time students): In employment,-8,Does not apply,0
E12000006,East of England,14,The Americas and the Caribbean: Central and South America,1,Economically active (excluding full-time students): In employment,1,Disabled under the Equality Act,316
E12000006,East of England,14,The Americas and the Caribbean: Central and South America,1,Economically active (excluding full-time students): In employment,2,Not disabled under the Equality Act,5464
E12000006,East of England,14,The Americas and the Caribbean: Central and South America,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000006,East of England,14,The Americas and the Caribbean: Central and South America,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,40
E12000006,East of England,14,The Americas and the Caribbean: Central and South America,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,437
E12000006,East of England,14,The Americas and the Caribbean: Central and South America,3,Economically active and a full-time student: In employment,-8,Does not apply,0
E12000006,East of England,14,The Americas and the Caribbean: Central and South America,3,Economically active and a full-time student: In employment,1,Disabled under the Equality Act,19
E12000006,East of England,14,The Americas and the Caribbean: Central and South America,3,Economically active and a full-time student: In employment,2,Not disabled under the Equality Act,195
E12000006,East of England,14,The Americas and the Caribbean: Central and South America,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000006,East of England,14,The Americas and the Caribbean: Central and South America,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,5
E12000006,East of England,14,The Americas and the Caribbean: Central and South America,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,45
E12000006,East of England,14,The Americas and the Caribbean: Central and South America,5,Economically inactive (excluding full-time students),-8,Does not apply,0
E12000006,East of England,14,The Americas and the Caribbean: Central and South America,5,Economically inactive (excluding full-time students),1,Disabled under the Equality Act,356
E12000006,East of England,14,The Americas and the Caribbean: Central and South America,5,Economically inactive (excluding full-time students),2,Not disabled under the Equality Act,1416
E12000006,East of England,14,The Americas and the Caribbean: Central and South America,6,Economically inactive and a full-time student,-8,Does not apply,0
E12000006,East of England,14,The Americas and the Caribbean: Central and South America,6,Economically inactive and a full-time student,1,Disabled under the Equality Act,36
E12000006,East of England,14,The Americas and the Caribbean: Central and South America,6,Economically inactive and a full-time student,2,Not disabled under the Equality Act,408
E12000006,East of England,15,"Antarctica and Oceania, including Australasia",-8,Does not apply,-8,Does not apply,0
E12000006,East of England,15,"Antarctica and Oceania, including Australasia",-8,Does not apply,1,Disabled under the Equality Act,18
E12000006,East of England,15,"Antarctica and Oceania, including Australasia",-8,Does not apply,2,Not disabled under the Equality Act,289
E12000006,East of England,15,"Antarctica and Oceania, including Australasia",1,Economically active (excluding full-time students): In employment,-8,Does not apply,0
E12000006,East of England,15,"Antarctica and Oceania, including Australasia",1,Economically active (excluding full-time students): In employment,1,Disabled under the Equality Act,325
E12000006,East of England,15,"Antarctica and Oceania, including Australasia",1,Economically active (excluding full-time students): In employment,2,Not disabled under the Equality Act,3910
E12000006,East of England,15,"Antarctica and Oceania, including Australasia",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000006,East of England,15,"Antarctica and Oceania, including Australasia",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,18
E12000006,East of England,15,"Antarctica and Oceania, including Australasia",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,102
E12000006,East of England,15,"Antarctica and Oceania, including Australasia",3,Economically active and a full-time student: In employment,-8,Does not apply,0
E12000006,East of England,15,"Antarctica and Oceania, including Australasia",3,Economically active and a full-time student: In employment,1,Disabled under the Equality Act,5
E12000006,East of England,15,"Antarctica and Oceania, including Australasia",3,Economically active and a full-time student: In employment,2,Not disabled under the Equality Act,52
E12000006,East of England,15,"Antarctica and Oceania, including Australasia",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000006,East of England,15,"Antarctica and Oceania, including Australasia",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,3
